ANO,MES,DIA NUMERO,HORA,GEOHASH
2017,2.0,17.0,13.0,9u8dm
2016,5.0,31.0,6.0,9u89f
2016,7.0,7.0,14.0,9u89u
2018,4.0,4.0,2.0,9u8dk
2016,8.0,16.0,17.0,9u8dm
2016,4.0,15.0,14.0,9u8f2
2016,9.0,5.0,16.0,9u8d4
2017,6.0,30.0,16.0,9u8dn
2016,10.0,27.0,8.0,9u89u
2016,10.0,9.0,15.0,9u8dr
2017,2.0,21.0,16.0,9u8dd
2017,4.0,26.0,20.0,9u8cs
2017,12.0,6.0,18.0,9u8dt
2016,7.0,25.0,10.0,9u8dw
2016,8.0,23.0,8.0,9u8dt
2016,5.0,24.0,8.0,9u89v
2016,11.0,25.0,14.0,9u89w
2018,2.0,28.0,8.0,9u8f8
2016,2.0,10.0,13.0,9u89u
2018,6.0,15.0,21.0,9u8dx
2016,12.0,4.0,19.0,9u83u
2018,4.0,20.0,8.0,9u8dm
2017,3.0,22.0,7.0,9u8f8
2016,10.0,14.0,16.0,9u89y
2017,9.0,28.0,8.0,9u89v
2018,3.0,14.0,18.0,9u8dh
2016,8.0,6.0,16.0,9u8dt
2018,2.0,19.0,13.0,9u89u
2018,6.0,6.0,12.0,9u8dj
2016,6.0,11.0,10.0,9u8dt
2016,12.0,11.0,19.0,9u8ds
2017,6.0,21.0,13.0,9u8dr
2017,1.0,6.0,7.0,9u8d7
2016,1.0,27.0,18.0,9u89u
2016,3.0,5.0,8.0,9u8dm
2016,5.0,14.0,23.0,9u89v
2016,7.0,16.0,19.0,9u8dj
2016,11.0,17.0,13.0,9u8dj
2016,10.0,26.0,19.0,9u8dr
2016,7.0,11.0,15.0,9u8dn
2016,3.0,18.0,17.0,9u8dd
2016,6.0,17.0,7.0,9u8dr
2016,11.0,17.0,11.0,9u8dh
2018,5.0,17.0,19.0,9u8dw
2018,4.0,14.0,13.0,9u89w
2017,10.0,30.0,18.0,9u8dj
2018,5.0,2.0,14.0,9u8dk
2016,3.0,31.0,16.0,9u8dr
2016,11.0,25.0,8.0,9u8d4
2017,3.0,9.0,18.0,9u89f
2018,6.0,16.0,13.0,9u8dm
2016,4.0,23.0,13.0,9u8dj
2017,7.0,24.0,18.0,9u8dq
2017,4.0,15.0,12.0,9u8dt
2017,3.0,6.0,19.0,9u2zt
2018,3.0,15.0,14.0,9u8dv
2017,12.0,18.0,9.0,9u8de
2018,2.0,20.0,8.0,9u89u
2018,1.0,21.0,9.0,9u8dj
2016,7.0,22.0,19.0,9u8d7
2017,5.0,2.0,17.0,9u89v
2016,11.0,9.0,23.0,9u8bb
2016,5.0,17.0,12.0,9u8dx
2016,7.0,14.0,9.0,9u8f1
2016,5.0,28.0,17.0,9u8f2
2016,7.0,30.0,13.0,9u8d1
2017,12.0,11.0,7.0,9u8ds
2017,2.0,8.0,11.0,9u8dj
2018,3.0,8.0,7.0,9u89y
2016,10.0,15.0,18.0,9u8dq
2018,5.0,10.0,14.0,9u89y
2017,3.0,28.0,8.0,9u8dh
2017,7.0,23.0,13.0,9u8dt
2017,2.0,18.0,6.0,9u8yu
2017,3.0,31.0,11.0,9u8dm
2017,6.0,6.0,13.0,9u8f0
2016,12.0,30.0,13.0,9u8dr
2018,6.0,14.0,15.0,9u8dm
2016,7.0,6.0,9.0,9u8f8
2016,8.0,16.0,19.0,9u8dp
2017,8.0,20.0,10.0,9u8dg
2017,8.0,22.0,18.0,9u89u
2016,2.0,23.0,9.0,9u8dj
2017,3.0,27.0,14.0,9u8cb
2017,1.0,1.0,21.0,9u89z
2017,10.0,9.0,17.0,9u8dh
2016,9.0,6.0,14.0,9u8dh
2016,5.0,16.0,6.0,9u2zs
2016,12.0,20.0,19.0,9u8d1
2017,9.0,24.0,18.0,9u89v
2017,6.0,27.0,13.0,9u8dp
2016,9.0,7.0,15.0,9u8dk
2018,6.0,22.0,12.0,9u8bb
2018,1.0,9.0,15.0,9u8d7
2016,8.0,23.0,18.0,9u89z
2018,2.0,6.0,18.0,9u8dn
2016,8.0,18.0,8.0,9u8dj
2017,5.0,22.0,8.0,9u89w
2016,2.0,11.0,19.0,9u89w
2017,4.0,25.0,9.0,9u8dr
2017,8.0,28.0,17.0,9u8dy
2016,6.0,15.0,13.0,9u8d1
2017,8.0,28.0,16.0,9u8dr
2018,6.0,11.0,17.0,9u8d4
2018,6.0,5.0,8.0,9u8dk
2017,4.0,29.0,9.0,9u8dt
2016,9.0,8.0,18.0,9u8dh
2016,6.0,23.0,21.0,9u89u
2016,12.0,13.0,14.0,9u8d5
2017,4.0,4.0,6.0,9u89g
2016,5.0,9.0,18.0,9u89u
2016,8.0,30.0,15.0,9u8dt
2016,11.0,6.0,12.0,9u8de
2017,9.0,25.0,15.0,9u89g
2017,11.0,11.0,14.0,9u8dk
2016,5.0,11.0,18.0,9u8c9
2016,1.0,28.0,17.0,9u8dm
2016,7.0,2.0,8.0,9u8dj
2018,3.0,8.0,7.0,9u8ek
2016,2.0,20.0,19.0,9u8dn
2018,5.0,17.0,8.0,9u8dm
2016,7.0,16.0,1.0,9u8dj
2016,2.0,19.0,8.0,9u8dh
2018,6.0,11.0,22.0,9u8dn
2016,3.0,7.0,14.0,9u8fe
2017,12.0,25.0,6.0,9u8dp
2016,4.0,18.0,15.0,9u89g
2016,9.0,3.0,20.0,9u8dq
2016,7.0,30.0,11.0,9u89u
2016,1.0,22.0,9.0,9u8dn
2016,8.0,26.0,7.0,9u8dp
2016,6.0,29.0,16.0,9u8dm
2016,5.0,14.0,10.0,9u8dk
2016,2.0,7.0,10.0,9u89p
2017,4.0,24.0,9.0,9u8dh
2017,11.0,11.0,13.0,9u89u
2017,6.0,9.0,23.0,9u8dj
2016,9.0,24.0,9.0,9u8en
2017,10.0,27.0,10.0,9u8dp
2017,12.0,20.0,15.0,9u8dk
2017,1.0,27.0,15.0,9u8dk
2016,9.0,24.0,21.0,9u89v
2018,5.0,9.0,21.0,9u89v
2017,3.0,30.0,19.0,9u8d7
2017,1.0,11.0,16.0,9u89z
2016,8.0,2.0,15.0,9u8dh
2016,11.0,20.0,12.0,9u8dk
2016,5.0,31.0,21.0,9u8dq
2018,1.0,6.0,3.0,9u8f2
2016,9.0,22.0,8.0,9u8dh
2016,10.0,20.0,11.0,9u8de
2016,1.0,30.0,13.0,9u8dn
2017,7.0,18.0,17.0,9u8dn
2017,2.0,9.0,10.0,9u8dk
2017,11.0,14.0,15.0,9u8dm
2017,3.0,10.0,15.0,9u8dh
2017,12.0,18.0,11.0,9u89w
2018,2.0,15.0,0.0,9u8et
2017,3.0,8.0,13.0,9u8dm
2016,11.0,7.0,18.0,9u8dx
2018,4.0,6.0,8.0,9u8dh
2017,11.0,9.0,23.0,9u8dd
2016,10.0,18.0,16.0,9u8dm
2017,6.0,2.0,14.0,9u89y
2017,7.0,21.0,21.0,9u8dq
2017,3.0,9.0,11.0,9u89u
2016,9.0,21.0,15.0,9u8dm
2018,6.0,27.0,17.0,9u8dh
2016,11.0,14.0,20.0,9u8dp
2016,9.0,15.0,13.0,9u8d7
2016,1.0,15.0,9.0,9u8g1
2017,2.0,16.0,16.0,9u8dt
2016,5.0,24.0,18.0,9u8dj
2018,4.0,27.0,9.0,9u8dh
2017,8.0,25.0,16.0,9u8yb
2018,3.0,22.0,12.0,9u8dm
2017,9.0,5.0,23.0,9u8de
2017,6.0,22.0,15.0,9u89y
2017,2.0,28.0,18.0,9u8dn
2017,9.0,2.0,11.0,9u8d7
2016,3.0,30.0,8.0,9u8dn
2017,6.0,23.0,14.0,9u8ez
2017,4.0,25.0,10.0,9u89y
2017,8.0,10.0,19.0,9u86r
2016,12.0,22.0,9.0,9u89y
2017,10.0,31.0,17.0,9u8dp
2018,1.0,26.0,17.0,9u8dm
2016,11.0,4.0,7.0,9u8d0
2016,9.0,24.0,16.0,9u89z
2017,12.0,20.0,16.0,9u8dt
2018,4.0,6.0,19.0,9u8dr
2016,3.0,17.0,15.0,9u89u
2016,3.0,11.0,0.0,9u8f0
2017,11.0,25.0,11.0,9u89u
2016,10.0,6.0,9.0,9u8dn
2018,6.0,16.0,21.0,9u8d4
2017,7.0,3.0,12.0,9u8dy
2016,7.0,16.0,15.0,9u8dx
2016,11.0,10.0,9.0,9u8f8
2018,4.0,19.0,13.0,9u8dn
2018,6.0,13.0,14.0,9u8d4
2017,10.0,6.0,17.0,9u8f3
2016,11.0,23.0,16.0,9u8d5
2016,6.0,9.0,19.0,9u89y
2016,4.0,29.0,16.0,9u8cs
2017,9.0,26.0,11.0,9u8dr
2018,3.0,13.0,14.0,9u89v
2018,1.0,3.0,8.0,9u8dz
2016,6.0,29.0,8.0,9u8dr
2017,2.0,7.0,19.0,9u8d4
2016,3.0,5.0,10.0,9u8dj
2016,7.0,7.0,15.0,9u8dj
2018,6.0,18.0,14.0,9u8b9
2017,10.0,10.0,13.0,9u86j
2016,5.0,17.0,8.0,9u8dn
2017,3.0,16.0,11.0,9u8du
2016,4.0,7.0,9.0,9u8dp
2016,8.0,1.0,21.0,9u8dt
2017,8.0,30.0,11.0,9u8dj
2017,8.0,19.0,13.0,9u8f2
2016,7.0,21.0,15.0,9u89v
2017,4.0,28.0,12.0,9u89g
2018,3.0,1.0,7.0,9u8dr
2016,9.0,10.0,11.0,9u89w
2016,7.0,7.0,11.0,9u8dj
2016,12.0,26.0,12.0,9u8dh
2018,2.0,23.0,19.0,9u89y
2017,12.0,4.0,7.0,9u8dw
2017,8.0,31.0,17.0,9u8dj
2018,2.0,7.0,17.0,9u89u
2018,1.0,10.0,10.0,9u8dj
2017,11.0,13.0,16.0,9u8dh
2016,11.0,14.0,18.0,9u8dj
2016,3.0,4.0,13.0,9u89g
2016,10.0,2.0,23.0,9u8dt
2016,11.0,9.0,10.0,9u8eq
2016,3.0,27.0,16.0,9u2v4
2018,1.0,25.0,13.0,9u8f2
2016,3.0,29.0,17.0,9u8cb
2017,7.0,31.0,20.0,9u8dr
2017,12.0,16.0,10.0,9u8dm
2018,5.0,19.0,12.0,9u8dk
2018,3.0,15.0,13.0,9u8dj
2017,5.0,2.0,18.0,9u89u
2017,5.0,20.0,1.0,9u86x
2018,1.0,5.0,5.0,9u8f8
2017,11.0,14.0,9.0,9u8dm
2018,5.0,18.0,22.0,9u8dj
2016,1.0,16.0,12.0,9u8d1
2018,5.0,31.0,10.0,9u8dj
2016,9.0,16.0,3.0,9u8dn
2016,9.0,1.0,23.0,9u8dh
2016,8.0,15.0,14.0,9u8f2
2018,4.0,10.0,8.0,9u8dp
2016,4.0,5.0,18.0,9u8dn
2017,6.0,22.0,19.0,9u8cs
2016,9.0,1.0,19.0,9u8dr
2016,3.0,18.0,8.0,9u8dq
2017,7.0,10.0,18.0,9u8yu
2016,1.0,3.0,18.0,9u8dn
2016,2.0,10.0,23.0,9u8de
2017,1.0,21.0,16.0,9u89v
2016,1.0,25.0,10.0,9u89w
2016,3.0,14.0,10.0,9u8d4
2016,7.0,30.0,18.0,9u2zg
2016,12.0,28.0,17.0,9u89y
2017,12.0,8.0,18.0,9u89w
2018,6.0,5.0,14.0,9u2zg
2016,12.0,9.0,18.0,9u8dr
2017,6.0,2.0,15.0,9u89y
2018,2.0,16.0,18.0,9u8dn
2018,3.0,7.0,17.0,9u8dp
2018,3.0,23.0,18.0,9u8dj
2016,7.0,16.0,19.0,9u8dh
2018,1.0,12.0,7.0,9u8dm
2017,1.0,10.0,9.0,9u8d5
2018,5.0,18.0,15.0,9u8dp
2018,1.0,19.0,13.0,9u8de
2016,11.0,10.0,21.0,9u8dy
2017,6.0,27.0,15.0,9u8d4
2017,9.0,18.0,20.0,9u8d4
2017,12.0,2.0,14.0,9u8dq
2017,10.0,14.0,21.0,9u8b9
2016,3.0,23.0,13.0,9u2zu
2016,5.0,9.0,10.0,9u8dt
2017,12.0,21.0,19.0,9u8dr
2017,1.0,16.0,19.0,9u8dp
2018,2.0,6.0,22.0,9u8d7
2017,4.0,11.0,15.0,9u89v
2018,2.0,12.0,17.0,9u8dj
2017,1.0,19.0,13.0,9u8dj
2016,8.0,25.0,11.0,9u8dn
2016,10.0,29.0,14.0,9u8dm
2016,10.0,9.0,20.0,9u8dw
2016,8.0,16.0,20.0,9u8dm
2018,2.0,20.0,17.0,9u89u
2018,3.0,6.0,8.0,9u8dn
2017,10.0,10.0,14.0,9u8de
2017,10.0,18.0,7.0,9u8dh
2017,2.0,9.0,15.0,9u8dj
2016,4.0,9.0,5.0,9u8dm
2018,3.0,12.0,14.0,9u8f8
2017,5.0,29.0,11.0,9u89f
2017,2.0,20.0,20.0,9u89w
2017,1.0,19.0,19.0,9u8dj
2017,1.0,31.0,12.0,9u89v
2016,12.0,16.0,15.0,9u2zu
2018,2.0,2.0,13.0,9u8dn
2016,8.0,16.0,16.0,9u8f8
2016,2.0,18.0,8.0,9u8dh
2016,2.0,3.0,7.0,9u8dt
2018,3.0,17.0,9.0,9u8dp
2017,4.0,21.0,3.0,9u8dq
2017,8.0,25.0,13.0,9u8dp
2016,5.0,19.0,18.0,9u8cs
2017,6.0,9.0,10.0,9u89g
2018,6.0,9.0,11.0,9u8dm
2017,8.0,31.0,7.0,9u8dk
2017,3.0,10.0,10.0,9u89u
2018,6.0,23.0,7.0,9u8cs
2017,9.0,29.0,12.0,9u8dq
2016,1.0,13.0,17.0,9u8dk
2016,1.0,19.0,19.0,9u8dh
2017,10.0,18.0,14.0,9u89g
2016,9.0,24.0,14.0,9u89v
2016,7.0,24.0,17.0,9u8d1
2018,5.0,21.0,17.0,9u8dw
2016,9.0,13.0,8.0,9u8dr
2016,6.0,2.0,16.0,9u8d5
2017,11.0,28.0,7.0,9u8dt
2016,1.0,22.0,14.0,9u89u
2016,9.0,12.0,17.0,9u89v
2016,4.0,8.0,12.0,9u8dj
2016,10.0,7.0,20.0,9u8dj
2018,3.0,12.0,17.0,9u8f1
2016,10.0,28.0,14.0,9u8cb
2017,8.0,3.0,15.0,9u8dh
2016,10.0,24.0,7.0,9u8d1
2017,11.0,3.0,16.0,9u8dj
2018,2.0,23.0,19.0,9u8d0
2016,10.0,21.0,8.0,9u89v
2016,7.0,18.0,22.0,9u8dh
2017,1.0,28.0,13.0,9u8ck
2016,4.0,16.0,14.0,9u89v
2016,12.0,30.0,9.0,9u89y
2017,8.0,16.0,22.0,9u8de
2016,12.0,18.0,20.0,9u86p
2017,3.0,9.0,8.0,9u8dh
2017,7.0,3.0,11.0,9u8dy
2016,9.0,10.0,21.0,9u8d5
2016,6.0,25.0,20.0,9u8dh
2017,4.0,26.0,20.0,9u89y
2016,8.0,19.0,14.0,9u89y
2016,7.0,19.0,14.0,9u8dj
2016,11.0,5.0,1.0,9u8dt
2017,9.0,14.0,18.0,9u8dh
2018,3.0,15.0,9.0,9u8dq
2016,7.0,24.0,15.0,9u8cb
2017,5.0,12.0,13.0,9u8dh
2017,4.0,22.0,20.0,9u8d7
2016,5.0,15.0,0.0,9u8ds
2018,5.0,5.0,12.0,9u8d7
2016,9.0,29.0,20.0,9u8dq
2018,3.0,13.0,5.0,9u8cb
2016,6.0,10.0,18.0,9u8dq
2017,9.0,15.0,20.0,9u8dh
2016,10.0,21.0,10.0,9u89g
2016,10.0,26.0,22.0,9u89z
2017,3.0,3.0,12.0,9u8cs
2017,10.0,20.0,13.0,9u8dm
2016,1.0,19.0,17.0,9u8d0
2016,7.0,7.0,17.0,9u8cb
2016,11.0,16.0,13.0,9u8dh
2016,3.0,18.0,18.0,9u8dw
2018,6.0,22.0,5.0,9u8dh
2016,7.0,18.0,16.0,9u8ck
2017,8.0,13.0,11.0,9u8f9
2018,6.0,29.0,9.0,9u8dp
2016,1.0,31.0,16.0,9ubfc
2017,3.0,8.0,16.0,9u89y
2018,6.0,17.0,2.0,9u8de
2017,9.0,2.0,16.0,9u8en
2016,7.0,31.0,4.0,9u8cs
2016,8.0,1.0,22.0,9u8gc
2016,7.0,26.0,15.0,9u8dj
2017,11.0,8.0,19.0,9u8dn
2018,1.0,4.0,17.0,9u8f1
2017,11.0,3.0,22.0,9u8dn
2017,6.0,18.0,16.0,9u8dq
2018,4.0,14.0,11.0,9u8dw
2016,10.0,11.0,17.0,9u8dr
2017,7.0,15.0,10.0,9u8du
2016,6.0,16.0,10.0,9u8dj
2016,1.0,7.0,1.0,9u2zg
2017,8.0,16.0,15.0,9u3p0
2016,1.0,3.0,13.0,9u8dt
2017,6.0,6.0,10.0,9u8dk
2016,3.0,11.0,18.0,9u89u
2018,5.0,18.0,17.0,9u8dj
2018,6.0,23.0,17.0,9u8dk
2017,11.0,25.0,13.0,9u8dj
2016,10.0,27.0,16.0,9u8dj
2016,2.0,3.0,11.0,9u89g
2016,12.0,16.0,21.0,9u9gd
2017,6.0,2.0,21.0,9u2zs
2018,2.0,20.0,11.0,9u8en
2017,8.0,20.0,19.0,9u89y
2017,8.0,12.0,12.0,9u8dr
2016,9.0,19.0,18.0,9u8d7
2018,1.0,16.0,14.0,9u8dr
2016,11.0,10.0,11.0,9u89y
2016,8.0,1.0,15.0,9u8f0
2017,2.0,22.0,13.0,9u8dk
2016,1.0,6.0,1.0,9u3jq
2016,4.0,5.0,18.0,9u8dr
2017,12.0,6.0,11.0,9u8d7
2016,10.0,19.0,19.0,9u8dk
2018,6.0,15.0,8.0,9u8dn
2016,4.0,14.0,7.0,9u89y
2016,2.0,28.0,0.0,9u8dd
2017,12.0,21.0,11.0,9u8dp
2017,3.0,6.0,18.0,9u8dt
2016,11.0,5.0,8.0,9u8dx
2017,9.0,12.0,12.0,9u8dn
2016,8.0,18.0,12.0,9u8dt
2017,8.0,16.0,0.0,9u89v
2016,12.0,18.0,0.0,9u89z
2016,6.0,4.0,18.0,9u8dn
2016,5.0,20.0,7.0,9u2sj
2017,9.0,12.0,13.0,9u8dr
2016,6.0,29.0,19.0,9u8dm
2017,6.0,23.0,13.0,9u8fe
2017,12.0,7.0,17.0,9u8dn
2016,9.0,6.0,18.0,9u8d7
2016,9.0,30.0,13.0,9u8dn
2017,6.0,13.0,17.0,9u8cs
2016,3.0,3.0,18.0,9u89y
2018,2.0,15.0,19.0,9u8dm
2017,12.0,5.0,14.0,9u89u
2016,4.0,7.0,18.0,9u89w
2017,2.0,28.0,19.0,9u89u
2018,1.0,8.0,15.0,9u8d7
2016,8.0,17.0,19.0,9u89y
2017,9.0,21.0,16.0,9u8dj
2017,3.0,20.0,16.0,9u8dk
2016,7.0,21.0,20.0,9u89v
2018,1.0,27.0,14.0,9u8dr
2016,10.0,13.0,16.0,9u8dj
2018,3.0,21.0,18.0,9u8dr
2017,11.0,25.0,9.0,9u8ds
2017,3.0,3.0,15.0,9u89g
2018,6.0,7.0,13.0,9u8f0
2017,7.0,13.0,18.0,9u8dk
2017,11.0,3.0,19.0,9u8dm
2016,8.0,8.0,9.0,9u8dt
2016,8.0,2.0,7.0,9u89u
2017,4.0,7.0,18.0,9u8dk
2016,8.0,30.0,20.0,9u8dw
2017,2.0,18.0,21.0,9u8ef
2016,1.0,2.0,20.0,9u89v
2016,9.0,30.0,11.0,9u8dt
2016,10.0,22.0,5.0,9u8dh
2017,7.0,15.0,22.0,9u89z
2017,11.0,8.0,10.0,9u89u
2016,5.0,13.0,16.0,9u8dw
2018,4.0,23.0,13.0,9u8dj
2017,9.0,22.0,15.0,9u8dp
2016,7.0,10.0,18.0,9u8dp
2017,11.0,22.0,9.0,9u8dh
2016,7.0,6.0,19.0,9u8dn
2016,3.0,6.0,15.0,9u8cf
2018,3.0,13.0,13.0,9u8dh
2017,2.0,5.0,9.0,9u89z
2018,5.0,17.0,11.0,9u8dh
2017,1.0,23.0,17.0,9u8dj
2017,10.0,28.0,18.0,9u8dw
2016,3.0,9.0,12.0,9u8dm
2018,2.0,10.0,14.0,9u89u
2016,1.0,28.0,10.0,9u8dn
2017,1.0,27.0,14.0,9u8dp
2017,9.0,10.0,18.0,9u89u
2016,4.0,23.0,14.0,9u89v
2016,4.0,3.0,14.0,9u8dn
2017,9.0,20.0,18.0,9u8dp
2017,2.0,15.0,14.0,9u8dz
2016,1.0,27.0,8.0,9u8dk
2017,5.0,10.0,14.0,9u89v
2017,2.0,26.0,22.0,9u8dr
2017,9.0,22.0,21.0,9u89v
2016,7.0,14.0,13.0,9u8dk
2016,8.0,11.0,16.0,9u8ej
2017,7.0,14.0,7.0,9u8du
2016,9.0,29.0,3.0,9u8dn
2016,7.0,14.0,11.0,9u8cs
2016,6.0,24.0,16.0,9u8d0
2016,9.0,4.0,18.0,9u8cs
2018,5.0,8.0,19.0,9u8yu
2017,1.0,18.0,14.0,9u8dj
2016,8.0,17.0,15.0,9u8dp
2016,3.0,23.0,16.0,9u8dh
2018,3.0,14.0,16.0,9u8d4
2018,1.0,7.0,16.0,9u8f8
2016,8.0,2.0,23.0,9u89z
2016,9.0,17.0,17.0,9u2zg
2017,4.0,25.0,12.0,9u8dy
2016,6.0,11.0,12.0,9u8dj
2016,7.0,16.0,11.0,9u8d7
2017,9.0,6.0,11.0,9u8dm
2018,1.0,8.0,10.0,9u8dm
2016,4.0,8.0,11.0,9u89u
2017,5.0,30.0,10.0,9u8dh
2018,1.0,16.0,8.0,9u8cs
2016,6.0,14.0,12.0,9u8du
2017,7.0,23.0,14.0,9u8dm
2017,9.0,2.0,11.0,9u8dh
2016,6.0,21.0,11.0,9u8dr
2017,2.0,17.0,18.0,9u8dt
2017,1.0,26.0,8.0,9u8dh
2018,2.0,16.0,14.0,9u8dj
2016,5.0,20.0,19.0,9u8d4
2018,1.0,20.0,14.0,9u8dh
2016,8.0,28.0,2.0,9u8dk
2016,12.0,13.0,23.0,9u8d4
2016,7.0,2.0,14.0,9u8dm
2016,6.0,11.0,21.0,9u8dd
2016,1.0,16.0,10.0,9u89u
2018,2.0,4.0,16.0,9u3p2
2018,1.0,17.0,8.0,9u8dk
2016,8.0,5.0,10.0,9u8ck
2017,5.0,11.0,15.0,9u8dw
2016,10.0,31.0,11.0,9u89u
2017,11.0,18.0,15.0,9u8dq
2017,11.0,1.0,12.0,9u8dq
2016,9.0,16.0,12.0,9u8dm
2016,7.0,13.0,19.0,9u89v
2016,3.0,29.0,20.0,9u8c9
2017,12.0,29.0,16.0,9u89w
2017,12.0,15.0,6.0,9u8dk
2016,5.0,21.0,17.0,9u8dr
2017,8.0,25.0,16.0,9u8dy
2017,5.0,6.0,0.0,9u2zg
2017,10.0,18.0,8.0,9u8en
2017,1.0,12.0,20.0,9u8bc
2018,5.0,11.0,14.0,9u8dn
2016,2.0,5.0,17.0,9u8dd
2016,7.0,15.0,10.0,9u8dv
2018,6.0,7.0,11.0,9u89u
2016,1.0,30.0,15.0,9u8dq
2017,9.0,18.0,19.0,9u8dj
2018,6.0,23.0,21.0,9u8dg
2016,2.0,16.0,13.0,9u8d1
2016,4.0,29.0,18.0,9u89y
2018,5.0,2.0,21.0,9u8d5
2017,3.0,25.0,19.0,9u89y
2016,2.0,7.0,10.0,9u89w
2016,10.0,18.0,18.0,9u8dj
2016,5.0,10.0,16.0,9u8dy
2018,5.0,24.0,12.0,9u89v
2016,8.0,16.0,7.0,9u8d7
2016,4.0,27.0,9.0,9u8dm
2017,11.0,1.0,14.0,9u8f0
2017,10.0,26.0,9.0,9u8dr
2018,6.0,26.0,20.0,9u89v
2017,11.0,9.0,11.0,9u89v
2018,6.0,4.0,21.0,9u8ds
2016,6.0,28.0,12.0,9u89v
2016,12.0,14.0,10.0,9u8dn
2017,11.0,18.0,16.0,9u8d4
2018,5.0,22.0,12.0,9u2zu
2018,4.0,23.0,21.0,9u89y
2017,1.0,16.0,10.0,9u8dn
2018,1.0,5.0,13.0,9u8dh
2016,8.0,9.0,21.0,9u8dq
2016,12.0,30.0,8.0,9u89g
2017,3.0,11.0,13.0,9u8dt
2017,1.0,27.0,21.0,9u8f1
2016,5.0,18.0,19.0,9u89y
2016,7.0,14.0,17.0,9u8f8
2016,6.0,25.0,12.0,9u8dq
2017,2.0,25.0,14.0,9u8dj
2017,2.0,2.0,20.0,9u8dr
2016,6.0,2.0,17.0,9u8dt
2016,9.0,14.0,8.0,9u8dt
2017,5.0,13.0,14.0,9u8dj
2016,7.0,27.0,18.0,9u89g
2017,11.0,4.0,17.0,9u8dj
2017,1.0,29.0,22.0,9u8f8
2016,12.0,24.0,16.0,9u8dj
2016,3.0,8.0,14.0,9u8f2
2017,1.0,21.0,14.0,9u89v
2016,6.0,15.0,13.0,9u8dw
2018,2.0,10.0,11.0,9u8cc
2017,5.0,22.0,8.0,9u8dt
2016,2.0,24.0,14.0,9u8dm
2017,11.0,7.0,15.0,9u89u
2017,2.0,7.0,14.0,9u89w
2017,5.0,27.0,15.0,9u89y
2017,1.0,10.0,16.0,9u89u
2016,6.0,30.0,13.0,9u8dj
2017,2.0,28.0,19.0,9u8d5
2016,4.0,30.0,19.0,9u8dj
2016,2.0,16.0,18.0,9u89z
2017,2.0,24.0,13.0,9u8dt
2017,4.0,1.0,12.0,9u8dm
2018,1.0,12.0,15.0,9u8f9
2016,2.0,2.0,15.0,9u8f8
2016,7.0,13.0,22.0,9u89y
2018,5.0,1.0,20.0,9u8d4
2017,9.0,26.0,13.0,9u8dp
2017,6.0,16.0,8.0,9u8dd
2016,12.0,3.0,7.0,9u8dp
2016,5.0,4.0,11.0,9u8dj
2016,6.0,6.0,18.0,9u8dr
2017,6.0,19.0,9.0,9u8dp
2018,1.0,6.0,15.0,9u8de
2016,7.0,16.0,14.0,9u8cf
2017,10.0,23.0,20.0,9u89u
2017,5.0,19.0,16.0,9u8f0
2017,11.0,13.0,7.0,9u8dn
2017,5.0,24.0,18.0,9u8dq
2016,6.0,29.0,17.0,9u8dh
2016,4.0,14.0,17.0,9u8dw
2016,2.0,10.0,17.0,9u8f0
2017,11.0,30.0,13.0,9u8dv
2018,2.0,11.0,3.0,9u89z
2018,2.0,22.0,7.0,9u89z
2016,10.0,7.0,23.0,9u8dt
2017,11.0,16.0,14.0,9u8d6
2017,4.0,13.0,12.0,9u86j
2017,2.0,9.0,21.0,9u8dj
2016,4.0,10.0,20.0,9u8dj
2016,1.0,28.0,13.0,9u8cs
2017,5.0,11.0,17.0,9u8dr
2017,4.0,20.0,4.0,9u8dy
2016,9.0,21.0,23.0,9u8dn
2017,1.0,13.0,19.0,9u8dh
2018,5.0,14.0,12.0,9u8dj
2016,5.0,3.0,14.0,9u8d4
2016,11.0,30.0,8.0,9u89w
2016,4.0,7.0,8.0,9u89y
2016,9.0,30.0,9.0,9u8dh
2017,9.0,26.0,18.0,9u8dk
2016,3.0,6.0,6.0,9u8dp
2017,5.0,27.0,13.0,9u8d5
2017,4.0,21.0,5.0,9u8dm
2016,6.0,1.0,21.0,9u89w
2016,1.0,28.0,12.0,9u8dn
2016,2.0,13.0,12.0,9u8dt
2017,8.0,2.0,17.0,9u8de
2018,2.0,12.0,9.0,9u8dh
2016,2.0,18.0,10.0,9u8de
2017,3.0,24.0,13.0,9u8dt
2016,10.0,15.0,17.0,9u89w
2018,4.0,25.0,19.0,9u89g
2016,6.0,18.0,20.0,9u8yu
2017,8.0,9.0,9.0,9u89v
2017,5.0,23.0,23.0,9u8de
2017,3.0,16.0,9.0,9u2sm
2018,6.0,16.0,8.0,9u8dm
2017,2.0,5.0,1.0,9u8dw
2017,6.0,9.0,10.0,9u8d7
2017,2.0,14.0,22.0,9u8dt
2016,2.0,9.0,10.0,9u8dn
2017,3.0,1.0,19.0,9u8dr
2016,3.0,11.0,8.0,9u8dh
2017,7.0,1.0,16.0,9u8d4
2017,11.0,13.0,15.0,9u89v
2016,11.0,26.0,9.0,9u8dr
2016,6.0,6.0,18.0,9u8dj
2017,2.0,19.0,18.0,9u89u
2017,11.0,2.0,16.0,9u8f2
2017,5.0,9.0,14.0,9u8dj
2016,10.0,15.0,20.0,9u89y
